Filename,Title,Keywords,Category,Releases
meulindo_An_outdoor_close_up_shot_with_a_50mm_lens_featuring__45919939-5bf8-498c-8670-159388b63d05_2.png,Um close ao ar livre com uma lente de 50mm mostrando uma jovem sentada em uma manta em um parque cercado por árvores e flores lendo um livro e aproveitando um dia ensolarado,"mulher jovem, leitura, parque, ar livre, 50mm, close, manta, árvores, flores, ensolarado, dia, tranquilidade, descanso, relaxamento, natureza, feminino, beleza, serenidade, bookworm, inspiração, foco, concentração, equilíbrio, harmonia, bem-estar, paz, contemplação, lazer, felicidade, tranquilidade, conexão com a natureza",12,
meulindo_A_closeup_shot_with_a_50mm_lens_capturing_a_diverse__c5acd970-fb90-442d-aa63-58e97fa68ee9_2.png,Um close com uma lente de 50 mm capturando um grupo diversificado de mãos unidas em círculo simbolizando união e apoio a questões sociais,"União, Mãos, Diversidade, Apoio, Círculo, Social, Close, Lente 50 mm, Questões Sociais, Captura, Simbolismo, Fotografia, Fotografia de Stock, Pessoas, Comunidade, Amizade, Cooperação, Igualdade, Juntos, Equidade, Solidariedade, Parceria, Unidade, Afeto, Conexão, Empatia, Colaboração, Moblização, Harmonia, Compassionenegro",12,
meulindo_A_closeup_shot_with_a_50mm_lens_capturing_a_diverse__c8ad90e0-5d8e-4c78-9648-c186836fa1ab_0.png,Um close com uma lente de 50 mm capturando um grupo diversificado de mãos unidas em círculo simbolizando união e apoio a questões sociais,"União, Mãos, Diversidade, Apoio, Círculo, Social, Close, Lente 50 mm, Questões Sociais, Captura, Simbolismo, Fotografia, Fotografia de Stock, Pessoas, Comunidade, Amizade, Cooperação, Igualdade, Juntos, Equidade, Solidariedade, Parceria, Unidade, Afeto, Conexão, Empatia, Colaboração, Moblização, Harmonia, Compassionenegro",12,
meulindo_A_closeup_shot_with_a_50mm_lens_capturing_a_diverse__c8ad90e0-5d8e-4c78-9648-c186836fa1ab_2.png,Um close com uma lente de 50 mm capturando um grupo diversificado de mãos unidas em círculo simbolizando união e apoio a questões sociais,"União, Mãos, Diversidade, Apoio, Círculo, Social, Close, Lente 50 mm, Questões Sociais, Captura, Simbolismo, Fotografia, Fotografia de Stock, Pessoas, Comunidade, Amizade, Cooperação, Igualdade, Juntos, Equidade, Solidariedade, Parceria, Unidade, Afeto, Conexão, Empatia, Colaboração, Moblização, Harmonia, Compassionenegro",12,
meulindo_A_closeup_shot_with_a_50mm_lens_capturing_a_diverse__c8ad90e0-5d8e-4c78-9648-c186836fa1ab_3.png,Um close com uma lente de 50 mm capturando um grupo diversificado de mãos unidas em círculo simbolizando união e apoio a questões sociais,"União, Mãos, Diversidade, Apoio, Círculo, Social, Close, Lente 50 mm, Questões Sociais, Captura, Simbolismo, Fotografia, Fotografia de Stock, Pessoas, Comunidade, Amizade, Cooperação, Igualdade, Juntos, Equidade, Solidariedade, Parceria, Unidade, Afeto, Conexão, Empatia, Colaboração, Moblização, Harmonia, Compassionenegro",12,
meulindo_A_closeup_shot_with_a_50mm_lens_capturing_a_young_wo_de879b0b-5121-4f14-a458-80348c7ec42e_0.png,Um plano detalhado com uma lente de 50mm capturando uma jovem usando fones de ouvido sem fio sorrindo enquanto escuta música e usa um smartphone em um ambiente urbano moderno,"Jovem, Fones de ouvido, 50mm, Smartphones, Sorrindo, Música, Urbano, Detalhado, Ambiente, Moderno, Capturando",12,
meulindo_A_closeup_shot_with_a_50mm_lens_capturing_a_young_wo_de879b0b-5121-4f14-a458-80348c7ec42e_2.png,Um plano detalhado com uma lente de 50mm capturando uma jovem usando fones de ouvido sem fio sorrindo enquanto escuta música e usa um smartphone em um ambiente urbano moderno,"Jovem, Fones de ouvido, 50mm, Smartphones, Sorrindo, Música, Urbano, Detalhado, Ambiente, Moderno, Capturando",12,
meulindo_A_closeup_shot_with_a_50mm_lens_capturing_a_young_wo_e2320c20-540e-4c7e-a287-ba680c7b3b10_0.png,Um plano detalhado com uma lente de 50mm capturando uma jovem usando fones de ouvido sem fio sorrindo enquanto escuta música e usa um smartphone em um ambiente urbano moderno,"Jovem, Fones de ouvido, 50mm, Smartphones, Sorrindo, Música, Urbano, Detalhado, Ambiente, Moderno, Capturando",12,
meulindo_A_closeup_shot_with_a_50mm_lens_capturing_a_young_wo_e2320c20-540e-4c7e-a287-ba680c7b3b10_2.png,Um plano detalhado com uma lente de 50mm capturando uma jovem usando fones de ouvido sem fio sorrindo enquanto escuta música e usa um smartphone em um ambiente urbano moderno,"Jovem, Fones de ouvido, 50mm, Smartphones, Sorrindo, Música, Urbano, Detalhado, Ambiente, Moderno, Capturando",12,
meulindo_A_closeup_shot_with_a_50mm_lens_capturing_a_young_wo_e2320c20-540e-4c7e-a287-ba680c7b3b10_3.png,Um plano detalhado com uma lente de 50mm capturando uma jovem usando fones de ouvido sem fio sorrindo enquanto escuta música e usa um smartphone em um ambiente urbano moderno,"Jovem, Fones de ouvido, 50mm, Smartphones, Sorrindo, Música, Urbano, Detalhado, Ambiente, Moderno, Capturando",12,
